count,from,to,timeframe,start,end
222,hariskunaifi,kpw4jatim,81,1/14/2021 17:35,1/19/2021 23:07
223,kompasdata,ainiwirda,82,1/14/2021 19:22,1/19/2021 23:07
224,aminiskandar,mnownews,83,1/14/2021 20:18,1/19/2021 23:07
225,aryprasetyo85,joentakriver,84,1/14/2021 20:54,1/19/2021 23:07
226,aryprasetyo85,b3doel_,84,1/14/2021 20:54,1/19/2021 23:07
227,aryprasetyo85,dsutiyanti,84,1/14/2021 20:54,1/19/2021 23:07
228,coreindonesia,katadatacoid,85,1/14/2021 21:51,1/19/2021 23:07
229,coreindonesia,yusufrmanilet,85,1/14/2021 21:51,1/19/2021 23:07
230,coreindonesia,yusufrmanilet,86,1/14/2021 21:59,1/19/2021 23:07
231,coreindonesia,berita_rmol,86,1/14/2021 21:59,1/19/2021 23:07
232,monitorcoid,monitorcoid,87,1/14/2021 22:51,1/19/2021 23:07
233,donjuanx8,librawati5,88,1/14/2021 23:06,1/19/2021 23:07
234,donjuanx8,rosequ7,88,1/14/2021 23:06,1/19/2021 23:07
235,donjuanx8,momcill,88,1/14/2021 23:06,1/19/2021 23:07
236,donjuanx8,satyajogja_,88,1/14/2021 23:06,1/19/2021 23:07
237,donjuanx8,nyapenyap,88,1/14/2021 23:06,1/19/2021 23:07
238,donjuanx8,sulistyo_tantry,88,1/14/2021 23:06,1/19/2021 23:07
239,donjuanx8,anaesterlin,88,1/14/2021 23:06,1/19/2021 23:07
240,donjuanx8,ramahtianz,88,1/14/2021 23:06,1/19/2021 23:07
241,donjuanx8,kaum_pusing,88,1/14/2021 23:06,1/19/2021 23:07
242,donjuanx8,arfa1993,88,1/14/2021 23:06,1/19/2021 23:07
243,donjuanx8,aryprasetyo85,88,1/14/2021 23:06,1/19/2021 23:07
244,donjuanx8,bprima777,88,1/14/2021 23:06,1/19/2021 23:07
245,donjuanx8,rekjans,88,1/14/2021 23:06,1/19/2021 23:07
246,set_dpubmckjtg,dpubmckjateng,89,1/14/2021 23:39,1/19/2021 23:07
247,suka_puring,b3doel_,90,1/15/2021 0:10,1/19/2021 23:07
248,suka_puring,joentakriver,90,1/15/2021 0:10,1/19/2021 23:07
249,suka_puring,dsutiyanti,90,1/15/2021 0:10,1/19/2021 23:07
250,coreindonesia,medcom_id,91,1/15/2021 0:11,1/19/2021 23:07
251,sakuinformasi,ppatk,92,1/15/2021 0:33,1/19/2021 23:07
